x,y,z,pressure
0.24765,0.064519361,0.131,52556.348
0.24510999,0.062988609,0.131,52547.148
0.24257,0.061457854,0.131,52538.293
0.24002999,0.059927102,0.131,52530.145
0.23749,0.058396351,0.131,52523.078
0.23495001,0.056865599,0.131,52517.441
0.23241,0.055334844,0.131,52513.844
0.22986999,0.053804092,0.131,52513.141
0.22733,0.052273341,0.131,52516.305
0.22478999,0.050742589,0.131,52524.07
0.22225,0.049211837,0.131,52536.875
0.21971001,0.047681086,0.131,52554.824
0.21717,0.046150334,0.131,52577.668
0.21463001,0.044619579,0.131,52604.492
0.21209,0.043088827,0.131,52633.863
0.20954999,0.041558076,0.131,52664.035
0.20701,0.040027324,0.131,52693.129
0.20446999,0.038496573,0.131,52719.031
0.20193,0.036965817,0.131,52739.52
0.19938999,0.035435066,0.131,52752.215
0.19685,0.033904314,0.131,52754.969
0.19431001,0.032373562,0.131,52746.41
0.19177,0.030842811,0.131,52726.293
0.18923,0.029312057,0.131,52695.336
0.18669,0.027781306,0.131,52655.375
0.18415,0.026250554,0.131,52607.68
0.18161,0.024719801,0.131,52554.219
0.17907001,0.023189049,0.131,52495.902
0.17653,0.021658298,0.131,52435.184
0.17399001,0.020128164,0.131,52373.125
