shift_over_Lp,shift_physical_m,fit_error,objective_method
-0.055999999999999994,-0.014097949404559999,0.10543102815183705,robust_weighted
-0.05500000000000002,-0.013846200308050005,0.10530350136138995,robust_weighted
-0.05400000000000002,-0.013594451211540005,0.10517083887842144,robust_weighted
-0.05300000000000002,-0.013342702115030004,0.10503311400937816,robust_weighted
-0.05200000000000002,-0.013090953018520004,0.10489033246953205,robust_weighted
-0.05100000000000002,-0.012839203922010003,0.10474176231006,robust_weighted
-0.05000000000000002,-0.012587454825500003,0.10458732982274595,robust_weighted
-0.049000000000000016,-0.012335705728990004,0.10442697274598384,robust_weighted
-0.048000000000000015,-0.012083956632480004,0.10426103131498739,robust_weighted
-0.047000000000000014,-0.011832207535970004,0.10408922511796202,robust_weighted
-0.04600000000000001,-0.011580458439460003,0.10391121295475195,robust_weighted
-0.04500000000000001,-0.011328709342950003,0.10372625338360227,robust_weighted
-0.04400000000000001,-0.011076960246440002,0.10353479954585128,robust_weighted
-0.04300000000000001,-0.010825211149930002,0.10333709579519623,robust_weighted
-0.04200000000000001,-0.010573462053420002,0.10313287134944367,robust_weighted
-0.04100000000000001,-0.010321712956910001,0.1029204400614042,robust_weighted
-0.04000000000000001,-0.010069963860400002,0.10270003941094077,robust_weighted
-0.03900000000000001,-0.009818214763890002,0.10247177703116067,robust_weighted
-0.038000000000000006,-0.009566465667380002,0.10223567123142197,robust_weighted
-0.037000000000000005,-0.009314716570870001,0.10199113114274633,robust_weighted
-0.036000000000000004,-0.00906296747436,0.10173790624055029,robust_weighted
-0.035,-0.00881121837785,0.10147577572426343,robust_weighted
-0.034,-0.00855946928134,0.10120494800194176,robust_weighted
-0.033,-0.00830772018483,0.10092550323276422,robust_weighted
-0.032,-0.00805597108832,0.10063770611815964,robust_weighted
-0.031,-0.00780422199181,0.10034186532595653,robust_weighted
-0.03,-0.007552472895299999,0.10003915642428761,robust_weighted
-0.028999999999999998,-0.007300723798789999,0.09972935943558567,robust_weighted
-0.027999999999999997,-0.007048974702279999,0.09941215067119519,robust_weighted
-0.026999999999999996,-0.006797225605769999,0.0990863805058623,robust_weighted
-0.025999999999999995,-0.0065454765092599985,0.09875205847443908,robust_weighted
-0.024999999999999994,-0.006293727412749998,0.09841009270148333,robust_weighted
-0.02400000000000002,-0.0060419783162400055,0.09806030423013139,robust_weighted
-0.02300000000000002,-0.005790229219730005,0.09769976122021955,robust_weighted
-0.02200000000000002,-0.005538480123220005,0.09732583482032263,robust_weighted
-0.02100000000000002,-0.005286731026710004,0.09693849945490962,robust_weighted
-0.020000000000000018,-0.005034981930200005,0.09653770174005624,robust_weighted
-0.019000000000000017,-0.004783232833690004,0.09612320221962554,robust_weighted
-0.018000000000000016,-0.004531483737180004,0.09569465193490873,robust_weighted
-0.017000000000000015,-0.0042797346406700035,0.09525113072188834,robust_weighted
-0.016000000000000014,-0.004027985544160003,0.0947924657514798,robust_weighted
-0.015000000000000013,-0.003776236447650003,0.09431831540197068,robust_weighted
-0.014000000000000012,-0.003524487351140003,0.09382506806626674,robust_weighted
-0.013000000000000012,-0.0032727382546300027,0.0933093295943939,robust_weighted
-0.01200000000000001,-0.0030209891581200027,0.09276903962882181,robust_weighted
-0.01100000000000001,-0.0027692400616100023,0.0922044137105436,robust_weighted
-0.010000000000000009,-0.0025174909651000024,0.09161465594014713,robust_weighted
-0.009000000000000008,-0.002265741868590002,0.09099791079361122,robust_weighted
-0.008000000000000007,-0.0020139927720800015,0.09035248949340081,robust_weighted
-0.007000000000000006,-0.0017622436755700016,0.08967996279234068,robust_weighted
-0.006000000000000005,-0.0015104945790600014,0.08897996325706382,robust_weighted
-0.0050000000000000044,-0.0012587454825500012,0.08825014497686809,robust_weighted
-0.0040000000000000036,-0.0010069963860400008,0.08749080811035131,robust_weighted
-0.0030000000000000027,-0.0007552472895300007,0.08670351564806486,robust_weighted
-0.0020000000000000018,-0.0005034981930200004,0.08588981887977969,robust_weighted
-0.0010000000000000009,-0.0002517490965100002,0.08504932726518728,robust_weighted
0.0,0.0,0.0841793588054959,robust_weighted
0.0010000000000000009,0.0002517490965100002,0.08327731787147569,robust_weighted
